case:concept:name,concept:name,time:timestamp,Variant,Variant index,(case) creator,(case) variant,(case) variant-index,Resource,Variant,Variant2_index,Variant3,customer,lifecycle:transition,product,responsible_section,seriousness,seriousness_2,service_level,service_type,support_section,workgroup
Case1248,Wait,37:05.0,Variant 14,14,Fluxicon Disco,Variant 14,14,Value 2,Variant 14,14,Variant 14,Value 145,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1248,Resolve ticket,54:54.0,Variant 14,14,Fluxicon Disco,Variant 14,14,Value 4,Variant 14,14,Variant 14,Value 145,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1248,Closed,55:07.0,Variant 14,14,Fluxicon Disco,Variant 14,14,Value 5,Variant 14,14,Variant 14,Value 145,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1249,Insert ticket,50:16.0,Variant 103,103,Fluxicon Disco,Variant 103,103,Value 13,Variant 125,125,Variant 125,Value 274,complete,Value 16,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1249,Wait,17:07.0,Variant 103,103,Fluxicon Disco,Variant 103,103,Value 2,Variant 125,125,Variant 125,Value 274,complete,Value 16,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1249,Wait,00:38.0,Variant 103,103,Fluxicon Disco,Variant 103,103,Value 13,Variant 125,125,Variant 125,Value 274,complete,Value 16,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1249,Wait,41:57.0,Variant 103,103,Fluxicon Disco,Variant 103,103,Value 2,Variant 125,125,Variant 125,Value 274,complete,Value 16,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1249,Wait,11:17.0,Variant 103,103,Fluxicon Disco,Variant 103,103,Value 2,Variant 125,125,Variant 125,Value 274,complete,Value 16,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case125,Assign seriousness,48:49.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 6,Variant 3,3,Variant 3,Value 76,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case125,Take in charge ticket,49:49.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 6,Variant 3,3,Variant 3,Value 76,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case125,Wait,07:15.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 6,Variant 3,3,Variant 3,Value 76,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case125,Take in charge ticket,15:21.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 2,Variant 3,3,Variant 3,Value 76,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case125,Resolve ticket,49:39.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 2,Variant 3,3,Variant 3,Value 76,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case125,Closed,49:59.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 5,Variant 3,3,Variant 3,Value 76,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1250,Take in charge ticket,41:17.0,Variant 104,104,Fluxicon Disco,Variant 104,104,Value 1,Variant 126,126,Variant 126,Value 196,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1250,Wait,43:38.0,Variant 104,104,Fluxicon Disco,Variant 104,104,Value 1,Variant 126,126,Variant 126,Value 196,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1250,Resolve ticket,04:28.0,Variant 104,104,Fluxicon Disco,Variant 104,104,Value 1,Variant 126,126,Variant 126,Value 196,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1250,Take in charge ticket,18:01.0,Variant 104,104,Fluxicon Disco,Variant 104,104,Value 1,Variant 126,126,Variant 126,Value 196,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1250,Wait,18:28.0,Variant 104,104,Fluxicon Disco,Variant 104,104,Value 1,Variant 126,126,Variant 126,Value 196,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1250,Resolve ticket,37:19.0,Variant 104,104,Fluxicon Disco,Variant 104,104,Value 1,Variant 126,126,Variant 126,Value 196,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1250,Closed,37:36.0,Variant 104,104,Fluxicon Disco,Variant 104,104,Value 3,Variant 126,126,Variant 126,Value 196,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1251,Assign seriousness,59:39.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 1,Variant 2,2,Variant 2,Value 22,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1251,Take in charge ticket,24:54.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 2,Variant 2,2,Variant 2,Value 22,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1251,Wait,57:30.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 2,Variant 2,2,Variant 2,Value 22,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1251,Resolve ticket,49:27.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 2,Variant 2,2,Variant 2,Value 22,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1251,Closed,51:31.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 5,Variant 2,2,Variant 2,Value 22,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1252,Assign seriousness,04:45.0,Variant 6,6,Fluxicon Disco,Variant 6,6,Value 8,Variant 6,6,Variant 6,Value 162,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1252,Take in charge ticket,05:07.0,Variant 6,6,Fluxicon Disco,Variant 6,6,Value 8,Variant 6,6,Variant 6,Value 162,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1252,Resolve ticket,06:00.0,Variant 6,6,Fluxicon Disco,Variant 6,6,Value 13,Variant 6,6,Variant 6,Value 162,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1252,Resolve ticket,06:00.0,Variant 6,6,Fluxicon Disco,Variant 6,6,Value 13,Variant 6,6,Variant 6,Value 162,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1252,Closed,10:16.0,Variant 6,6,Fluxicon Disco,Variant 6,6,Value 5,Variant 6,6,Variant 6,Value 162,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1253,Assign seriousness,42:14.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 18,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1253,Take in charge ticket,57:24.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 18,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1253,Resolve ticket,04:28.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 18,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1253,Closed,04:47.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 18,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1254,Assign seriousness,01:25.0,Variant 105,105,Fluxicon Disco,Variant 105,105,Value 14,Variant 127,127,Variant 127,Value 275,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1254,Assign seriousness,14:55.0,Variant 105,105,Fluxicon Disco,Variant 105,105,Value 2,Variant 127,127,Variant 127,Value 275,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1254,Wait,59:44.0,Variant 105,105,Fluxicon Disco,Variant 105,105,Value 1,Variant 127,127,Variant 127,Value 275,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1254,Wait,26:24.0,Variant 105,105,Fluxicon Disco,Variant 105,105,Value 1,Variant 127,127,Variant 127,Value 275,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1254,Resolve ticket,35:43.0,Variant 105,105,Fluxicon Disco,Variant 105,105,Value 1,Variant 127,127,Variant 127,Value 275,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1254,Closed,35:58.0,Variant 105,105,Fluxicon Disco,Variant 105,105,Value 3,Variant 127,127,Variant 127,Value 275,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1255,Assign seriousness,05:56.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 1,Variant 2,2,Variant 2,Value 33,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1255,Take in charge ticket,08:04.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 2,Variant 2,2,Variant 2,Value 33,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1255,Wait,29:29.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 2,Variant 2,2,Variant 2,Value 33,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1255,Resolve ticket,38:45.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 2,Variant 2,2,Variant 2,Value 33,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1255,Closed,20:20.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 5,Variant 2,2,Variant 2,Value 33,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1256,Assign seriousness,52:28.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 4,Variant 2,2,Variant 2,Value 266,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1256,Take in charge ticket,26:46.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 9,Variant 2,2,Variant 2,Value 266,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1256,Wait,35:41.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 9,Variant 2,2,Variant 2,Value 266,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1256,Resolve ticket,06:50.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 9,Variant 2,2,Variant 2,Value 266,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1256,Closed,07:14.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 5,Variant 2,2,Variant 2,Value 266,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1257,Assign seriousness,17:01.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 63,complete,Value 3,Value 5,Value 1,Value 2,Value 2,Value 1,Value 4,Value 1
Case1257,Take in charge ticket,17:09.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 63,complete,Value 3,Value 5,Value 1,Value 2,Value 2,Value 1,Value 4,Value 1
Case1257,Resolve ticket,18:28.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 63,complete,Value 3,Value 5,Value 1,Value 2,Value 2,Value 1,Value 4,Value 1
Case1257,Closed,21:57.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 63,complete,Value 3,Value 5,Value 1,Value 2,Value 2,Value 1,Value 4,Value 1
Case1258,Assign seriousness,28:18.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 14,Variant 1,1,Variant 1,Value 66,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1258,Take in charge ticket,28:46.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 14,Variant 1,1,Variant 1,Value 66,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1258,Resolve ticket,54:28.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 14,Variant 1,1,Variant 1,Value 66,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1258,Closed,30:48.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 66,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1259,Assign seriousness,22:19.0,Variant 8,8,Fluxicon Disco,Variant 8,8,Value 2,Variant 8,8,Variant 8,Value 220,complete,Value 2,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1259,Resolve ticket,23:53.0,Variant 8,8,Fluxicon Disco,Variant 8,8,Value 2,Variant 8,8,Variant 8,Value 220,complete,Value 2,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1259,Resolve ticket,23:54.0,Variant 8,8,Fluxicon Disco,Variant 8,8,Value 2,Variant 8,8,Variant 8,Value 220,complete,Value 2,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1259,Closed,30:25.0,Variant 8,8,Fluxicon Disco,Variant 8,8,Value 5,Variant 8,8,Variant 8,Value 220,complete,Value 2,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case126,Assign seriousness,34:31.0,Variant 21,21,Fluxicon Disco,Variant 21,21,Value 13,Variant 21,21,Variant 21,Value 77,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case126,Assign seriousness,28:50.0,Variant 21,21,Fluxicon Disco,Variant 21,21,Value 2,Variant 21,21,Variant 21,Value 77,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case126,Resolve ticket,18:05.0,Variant 21,21,Fluxicon Disco,Variant 21,21,Value 2,Variant 21,21,Variant 21,Value 77,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case126,Closed,18:23.0,Variant 21,21,Fluxicon Disco,Variant 21,21,Value 3,Variant 21,21,Variant 21,Value 77,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1260,Assign seriousness,42:00.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 33,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1260,Take in charge ticket,42:44.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 33,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1260,Resolve ticket,20:46.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 33,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1260,Closed,50:21.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 33,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1261,Take in charge ticket,03:08.0,Variant 106,106,Fluxicon Disco,Variant 106,106,Value 1,Variant 128,128,Variant 128,Value 17,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1261,Take in charge ticket,00:45.0,Variant 106,106,Fluxicon Disco,Variant 106,106,Value 4,Variant 128,128,Variant 128,Value 17,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1261,Resolve ticket,09:30.0,Variant 106,106,Fluxicon Disco,Variant 106,106,Value 4,Variant 128,128,Variant 128,Value 17,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1261,Closed,09:50.0,Variant 106,106,Fluxicon Disco,Variant 106,106,Value 3,Variant 128,128,Variant 128,Value 17,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1262,Assign seriousness,08:38.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 13,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case1262,Take in charge ticket,08:52.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 13,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case1262,Resolve ticket,41:30.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 13,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case1262,Closed,10:37.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 13,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case1263,Assign seriousness,11:58.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 8,Variant 1,1,Variant 1,Value 276,complete,Value 1,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case1263,Take in charge ticket,12:52.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 8,Variant 1,1,Variant 1,Value 276,complete,Value 1,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case1263,Resolve ticket,19:50.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 8,Variant 1,1,Variant 1,Value 276,complete,Value 1,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case1263,Closed,20:58.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 276,complete,Value 1,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case1264,Assign seriousness,39:58.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 9,Variant 3,3,Variant 3,Value 42,complete,Value 3,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case1264,Take in charge ticket,26:23.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 9,Variant 3,3,Variant 3,Value 42,complete,Value 3,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case1264,Wait,00:40.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 9,Variant 3,3,Variant 3,Value 42,complete,Value 3,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case1264,Take in charge ticket,32:11.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 9,Variant 3,3,Variant 3,Value 42,complete,Value 3,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case1264,Resolve ticket,34:41.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 9,Variant 3,3,Variant 3,Value 42,complete,Value 3,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case1264,Closed,10:20.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 5,Variant 3,3,Variant 3,Value 42,complete,Value 3,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case1265,Assign seriousness,49:46.0,Variant 4,4,Fluxicon Disco,Variant 4,4,Value 8,Variant 4,4,Variant 4,Value 277,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1265,Assign seriousness,44:51.0,Variant 4,4,Fluxicon Disco,Variant 4,4,Value 13,Variant 4,4,Variant 4,Value 277,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1265,Take in charge ticket,49:11.0,Variant 4,4,Fluxicon Disco,Variant 4,4,Value 13,Variant 4,4,Variant 4,Value 277,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1265,Resolve ticket,00:49.0,Variant 4,4,Fluxicon Disco,Variant 4,4,Value 13,Variant 4,4,Variant 4,Value 277,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1265,Closed,51:38.0,Variant 4,4,Fluxicon Disco,Variant 4,4,Value 5,Variant 4,4,Variant 4,Value 277,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1266,Assign seriousness,57:56.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 6,Variant 1,1,Variant 1,Value 30,complete,Value 3,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1266,Take in charge ticket,21:09.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 6,Variant 1,1,Variant 1,Value 30,complete,Value 3,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1266,Resolve ticket,21:29.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 6,Variant 1,1,Variant 1,Value 30,complete,Value 3,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1266,Closed,00:59.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 30,complete,Value 3,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1267,Assign seriousness,35:45.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 182,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1267,Take in charge ticket,31:48.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 182,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1267,Resolve ticket,55:04.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 182,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1267,Closed,40:22.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 182,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1268,Assign seriousness,44:05.0,Variant 5,5,Fluxicon Disco,Variant 5,5,Value 9,Variant 5,5,Variant 5,Value 28,complete,Value 3,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1268,Resolve ticket,45:05.0,Variant 5,5,Fluxicon Disco,Variant 5,5,Value 9,Variant 5,5,Variant 5,Value 28,complete,Value 3,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1268,Closed,50:38.0,Variant 5,5,Fluxicon Disco,Variant 5,5,Value 5,Variant 5,5,Variant 5,Value 28,complete,Value 3,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1269,Assign seriousness,02:34.0,Variant 28,28,Fluxicon Disco,Variant 28,28,Value 1,Variant 28,28,Variant 28,Value 278,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1269,Take in charge ticket,03:05.0,Variant 28,28,Fluxicon Disco,Variant 28,28,Value 1,Variant 28,28,Variant 28,Value 278,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1269,Take in charge ticket,43:42.0,Variant 28,28,Fluxicon Disco,Variant 28,28,Value 10,Variant 28,28,Variant 28,Value 278,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1269,Wait,18:11.0,Variant 28,28,Fluxicon Disco,Variant 28,28,Value 10,Variant 28,28,Variant 28,Value 278,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1269,Resolve ticket,49:10.0,Variant 28,28,Fluxicon Disco,Variant 28,28,Value 10,Variant 28,28,Variant 28,Value 278,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1269,Closed,49:24.0,Variant 28,28,Fluxicon Disco,Variant 28,28,Value 3,Variant 28,28,Variant 28,Value 278,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case127,Assign seriousness,28:49.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 78,complete,Value 3,Value 5,Value 1,Value 1,Value 2,Value 1,Value 4,Value 1
Case127,Take in charge ticket,29:00.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 78,complete,Value 3,Value 5,Value 1,Value 1,Value 2,Value 1,Value 4,Value 1
Case127,Resolve ticket,37:27.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 78,complete,Value 3,Value 5,Value 1,Value 1,Value 2,Value 1,Value 4,Value 1
Case127,Closed,30:56.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 78,complete,Value 3,Value 5,Value 1,Value 1,Value 2,Value 1,Value 4,Value 1
Case1270,Assign seriousness,15:21.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 8,Variant 3,3,Variant 3,Value 279,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case1270,Take in charge ticket,17:40.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 8,Variant 3,3,Variant 3,Value 279,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
